id,feature_ids,scenario,role_preconditions,environment,verification_level,outcome,evidence,limitations,findings,prior_outcome,evidence_use,new_execution_this_round,blocker_expression,feature_specific_requirements,lower_level_option_not_full_flow,live_provider_access_required,operational_task_outcome,operational_block_reason,operational_new_evidence,source_head
FLOW-CB-cmd_supply,CB-cmd_supply,Representative full-path contract for cmd_supply,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1540,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND NODE-01,TG-01;IDENTITY-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-cmd_sys,CB-cmd_sys,Representative full-path contract for cmd_sys,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1546,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-cmd_unmute_alerts,CB-cmd_unmute_alerts,Representative full-path contract for cmd_unmute_alerts,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1553,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-cmd_wallets,CB-cmd_wallets,Representative full-path contract for cmd_wallets,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1242,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm_forget_all,CB-confirm_forget_all,Representative full-path contract for confirm_forget_all,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1043,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm_forget_wallets,CB-confirm_forget_wallets,Representative full-path contract for confirm_forget_wallets,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1028,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_cleanup_events,CB-do_cleanup_events,Representative full-path contract for do_cleanup_events,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:40,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_forget_all,CB-do_forget_all,Representative full-path contract for do_forget_all,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:44,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_forget_wallets,CB-do_forget_wallets,Representative full-path contract for do_forget_wallets,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:43,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_mute_alerts,CB-do_mute_alerts,Representative full-path contract for do_mute_alerts,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:41,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_pause,CB-do_pause,Representative full-path contract for do_pause,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:38,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_resume,CB-do_resume,Representative full-path contract for do_resume,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:39,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-do_unmute_alerts,CB-do_unmute_alerts,Representative full-path contract for do_unmute_alerts,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:42,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-refresh_balance,CB-refresh_balance,Representative full-path contract for refresh_balance,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1531,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND NODE-01,TG-01;IDENTITY-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-refresh_blocks,CB-refresh_blocks,Representative full-path contract for refresh_blocks,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1533,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-refresh_dag,CB-refresh_dag,Representative full-path contract for refresh_dag,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1537,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND NODE-01,TG-01;IDENTITY-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
